backbone,dataset,alpha,R1,R5,R10
CosPlace,amstertime,0.75,35.90576766856214,55.239642567018684,60.84484159220146
CosPlace,amstertime,0.76,35.743298131600326,55.07717303005687,60.84484159220146
CosPlace,amstertime,0.77,35.743298131600326,54.91470349309504,60.84484159220146
CosPlace,amstertime,0.78,35.743298131600326,54.99593826157595,60.84484159220146
CosPlace,amstertime,0.79,35.662063363119415,55.07717303005687,60.84484159220146
CosPlace,amstertime,0.8,35.662063363119415,54.83346872461413,60.84484159220146
CosPlace,amstertime,0.81,35.743298131600326,54.83346872461413,60.84484159220146
CosPlace,amstertime,0.82,35.662063363119415,54.83346872461413,60.84484159220146
CosPlace,amstertime,0.83,35.580828594638504,54.67099918765231,60.84484159220146
CosPlace,amstertime,0.84,35.33712428919578,54.5897644191714,60.84484159220146
CosPlace,amstertime,0.85,35.25588952071487,54.5897644191714,60.84484159220146
CosPlace,amstertime,0.86,35.093419983753044,54.5897644191714,60.84484159220146
CosPlace,amstertime,0.87,35.093419983753044,54.42729488220959,60.84484159220146
CosPlace,amstertime,0.88,35.093419983753044,54.10235580828595,60.84484159220146
CosPlace,amstertime,0.89,35.093419983753044,54.10235580828595,60.84484159220146
CosPlace,amstertime,0.9,35.01218521527213,54.18359057676686,60.84484159220146
CosPlace,amstertime,0.91,34.84971567831032,53.858651502843216,60.84484159220146
CosPlace,amstertime,0.92,34.60601137286759,53.777416734362305,60.84484159220146
CosPlace,amstertime,0.93,34.687246141348496,53.61494719740049,60.84484159220146
CosPlace,amstertime,0.94,34.60601137286759,53.45247766043867,60.84484159220146
CosPlace,amstertime,0.95,34.60601137286759,53.20877335499594,60.84484159220146
CosPlace,amstertime,0.96,34.60601137286759,53.20877335499594,60.84484159220146
CosPlace,amstertime,0.97,34.36230706742486,53.12753858651503,60.84484159220146
CosPlace,amstertime,0.98,34.03736799350121,53.12753858651503,60.84484159220146
CosPlace,amstertime,0.99,33.79366368805849,53.12753858651503,60.84484159220146
CosPlace,amstertime,1.0,33.63119415109667,53.12753858651503,60.84484159220146
CosPlace,msls,0.0,67.76061776061776,84.16988416988417,86.2934362934363
CosPlace,msls,0.01,68.14671814671814,84.16988416988417,86.2934362934363
CosPlace,msls,0.02,68.33976833976834,84.36293436293437,86.2934362934363
CosPlace,msls,0.03,68.72586872586872,84.36293436293437,86.2934362934363
CosPlace,msls,0.04,69.1119691119691,84.36293436293437,86.2934362934363
CosPlace,msls,0.05,70.07722007722008,84.55598455598455,86.2934362934363
CosPlace,msls,0.06,70.46332046332047,84.55598455598455,86.2934362934363
CosPlace,msls,0.07,71.04247104247105,84.55598455598455,86.2934362934363
CosPlace,msls,0.08,71.62162162162163,84.55598455598455,86.2934362934363
CosPlace,msls,0.09,72.00772200772201,84.74903474903475,86.2934362934363
CosPlace,msls,0.1,72.00772200772201,84.74903474903475,86.2934362934363
CosPlace,msls,0.11,72.58687258687259,84.94208494208493,86.2934362934363
CosPlace,msls,0.12,72.97297297297297,84.94208494208493,86.2934362934363
CosPlace,msls,0.13,73.16602316602317,84.94208494208493,86.2934362934363
CosPlace,msls,0.14,73.16602316602317,84.94208494208493,86.2934362934363
CosPlace,msls,0.15,73.16602316602317,84.94208494208493,86.2934362934363
CosPlace,msls,0.16,73.35907335907336,84.94208494208493,86.2934362934363
CosPlace,msls,0.17,73.74517374517374,84.74903474903475,86.2934362934363
CosPlace,msls,0.18,73.93822393822393,84.74903474903475,86.2934362934363
CosPlace,msls,0.19,73.93822393822393,84.74903474903475,86.2934362934363
CosPlace,msls,0.2,74.13127413127413,84.74903474903475,86.2934362934363
CosPlace,msls,0.21,74.32432432432432,84.94208494208493,86.2934362934363
CosPlace,msls,0.22,74.7104247104247,85.13513513513513,86.2934362934363
CosPlace,msls,0.23,74.9034749034749,85.13513513513513,86.2934362934363
CosPlace,msls,0.24,75.86872586872587,85.13513513513513,86.2934362934363
CosPlace,msls,0.25,76.25482625482626,85.13513513513513,86.2934362934363
CosPlace,msls,0.26,76.25482625482626,85.13513513513513,86.2934362934363
CosPlace,msls,0.27,77.02702702702703,85.13513513513513,86.2934362934363
CosPlace,msls,0.28,77.22007722007721,85.13513513513513,86.2934362934363
CosPlace,msls,0.29,77.41312741312741,85.13513513513513,86.2934362934363
CosPlace,msls,0.3,77.41312741312741,85.13513513513513,86.2934362934363
CosPlace,msls,0.31,77.41312741312741,85.13513513513513,86.2934362934363
CosPlace,msls,0.32,77.22007722007721,85.13513513513513,86.2934362934363
CosPlace,msls,0.33,77.22007722007721,85.13513513513513,86.2934362934363
CosPlace,msls,0.34,77.7992277992278,85.13513513513513,86.2934362934363
CosPlace,msls,0.35,77.7992277992278,85.32818532818533,86.2934362934363
CosPlace,msls,0.36,77.7992277992278,85.32818532818533,86.2934362934363
CosPlace,msls,0.37,77.7992277992278,85.52123552123551,86.2934362934363
CosPlace,msls,0.38,77.99227799227799,85.52123552123551,86.2934362934363
CosPlace,msls,0.39,78.18532818532819,85.52123552123551,86.2934362934363
CosPlace,msls,0.4,78.57142857142857,85.52123552123551,86.2934362934363
CosPlace,msls,0.41,78.76447876447877,85.52123552123551,86.2934362934363
CosPlace,msls,0.42,78.76447876447877,85.52123552123551,86.2934362934363
CosPlace,msls,0.43,78.76447876447877,85.52123552123551,86.2934362934363
CosPlace,msls,0.44,78.95752895752895,85.52123552123551,86.2934362934363
CosPlace,msls,0.45,79.15057915057915,85.52123552123551,86.2934362934363
CosPlace,msls,0.46,79.34362934362935,85.52123552123551,86.2934362934363
CosPlace,msls,0.47,79.34362934362935,85.52123552123551,86.2934362934363
CosPlace,msls,0.48,79.34362934362935,85.52123552123551,86.2934362934363
CosPlace,msls,0.49,79.34362934362935,85.52123552123551,86.2934362934363
CosPlace,msls,0.5,79.72972972972973,85.52123552123551,86.2934362934363
CosPlace,msls,0.51,79.53667953667953,85.52123552123551,86.2934362934363
CosPlace,msls,0.52,79.53667953667953,85.32818532818533,86.2934362934363
CosPlace,msls,0.53,79.72972972972973,85.32818532818533,86.2934362934363
CosPlace,msls,0.54,79.92277992277992,85.32818532818533,86.2934362934363
CosPlace,msls,0.55,79.92277992277992,85.32818532818533,86.2934362934363
CosPlace,msls,0.56,79.92277992277992,85.32818532818533,86.2934362934363
CosPlace,msls,0.57,80.11583011583011,85.32818532818533,86.2934362934363
CosPlace,msls,0.58,79.92277992277992,85.32818532818533,86.2934362934363
CosPlace,msls,0.59,79.92277992277992,85.32818532818533,86.2934362934363
CosPlace,msls,0.6,80.11583011583011,85.13513513513513,86.2934362934363
CosPlace,msls,0.61,80.11583011583011,85.13513513513513,86.2934362934363
CosPlace,msls,0.62,80.11583011583011,85.13513513513513,86.2934362934363
CosPlace,msls,0.63,80.3088803088803,85.13513513513513,86.2934362934363
CosPlace,msls,0.64,80.6949806949807,85.13513513513513,86.2934362934363
CosPlace,msls,0.65,80.5019305019305,85.13513513513513,86.2934362934363
CosPlace,msls,0.66,80.3088803088803,85.13513513513513,86.2934362934363
CosPlace,msls,0.67,80.3088803088803,85.13513513513513,86.2934362934363
CosPlace,msls,0.68,80.3088803088803,85.13513513513513,86.2934362934363
CosPlace,msls,0.69,80.3088803088803,85.13513513513513,86.2934362934363
CosPlace,msls,0.7,80.5019305019305,85.13513513513513,86.2934362934363
CosPlace,msls,0.71,80.5019305019305,85.13513513513513,86.2934362934363
CosPlace,msls,0.72,80.5019305019305,85.13513513513513,86.2934362934363
CosPlace,msls,0.73,80.11583011583011,85.13513513513513,86.2934362934363
CosPlace,msls,0.74,80.11583011583011,85.13513513513513,86.2934362934363
CosPlace,msls,0.75,80.3088803088803,85.13513513513513,86.2934362934363
CosPlace,msls,0.76,80.3088803088803,85.13513513513513,86.2934362934363
CosPlace,msls,0.77,80.3088803088803,85.13513513513513,86.2934362934363
CosPlace,msls,0.78,80.11583011583011,85.13513513513513,86.2934362934363
CosPlace,msls,0.79,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.8,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.81,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.82,80.11583011583011,85.13513513513513,86.2934362934363
CosPlace,msls,0.83,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.84,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.85,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.86,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.87,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.88,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.89,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.9,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.91,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.92,79.92277992277992,85.13513513513513,86.2934362934363
CosPlace,msls,0.93,79.53667953667953,85.13513513513513,86.2934362934363
CosPlace,msls,0.94,79.53667953667953,84.94208494208493,86.2934362934363
CosPlace,msls,0.95,79.34362934362935,84.94208494208493,86.2934362934363
CosPlace,msls,0.96,79.34362934362935,84.94208494208493,86.2934362934363
CosPlace,msls,0.97,79.53667953667953,84.94208494208493,86.2934362934363
CosPlace,msls,0.98,79.53667953667953,84.94208494208493,86.2934362934363
CosPlace,msls,0.99,79.53667953667953,84.94208494208493,86.2934362934363
CosPlace,msls,1.0,79.34362934362935,84.94208494208493,86.2934362934363
CosPlace,nordland,0.0,41.0,78.5,89.5
CosPlace,nordland,0.01,40.25,79.0,89.5
CosPlace,nordland,0.02,40.0,79.25,89.5
CosPlace,nordland,0.03,40.0,79.25,89.5
CosPlace,nordland,0.04,39.75,79.25,89.5
CosPlace,nordland,0.05,40.5,79.25,89.5
CosPlace,nordland,0.06,40.25,79.25,89.5
CosPlace,nordland,0.07,40.25,79.5,89.5
CosPlace,nordland,0.08,40.25,80.0,89.5
CosPlace,nordland,0.09,40.5,79.5,89.5
CosPlace,nordland,0.1,40.5,79.5,89.5
CosPlace,nordland,0.11,40.5,79.5,89.5
CosPlace,nordland,0.12,40.75,79.5,89.5
CosPlace,nordland,0.13,41.0,79.5,89.5
CosPlace,nordland,0.14,41.5,79.5,89.5
CosPlace,nordland,0.15,41.75,79.5,89.5
CosPlace,nordland,0.16,42.5,79.75,89.5
CosPlace,nordland,0.17,42.5,79.5,89.5
CosPlace,nordland,0.18,43.0,79.25,89.5
CosPlace,nordland,0.19,44.0,79.25,89.5
CosPlace,nordland,0.2,44.25,79.25,89.5
CosPlace,nordland,0.21,44.25,79.25,89.5
CosPlace,nordland,0.22,44.25,79.25,89.5
CosPlace,nordland,0.23,44.5,79.25,89.5
CosPlace,nordland,0.24,44.75,79.25,89.5
CosPlace,nordland,0.25,45.25,79.25,89.5
CosPlace,nordland,0.26,45.5,79.75,89.5
CosPlace,nordland,0.27,46.75,79.75,89.5
CosPlace,nordland,0.28,47.0,79.75,89.5
CosPlace,nordland,0.29,47.0,79.75,89.5
CosPlace,nordland,0.3,47.75,79.75,89.5
CosPlace,nordland,0.31,48.25,79.75,89.5
CosPlace,nordland,0.32,48.75,79.75,89.5
CosPlace,nordland,0.33,48.5,79.75,89.5
CosPlace,nordland,0.34,48.5,79.75,89.5
CosPlace,nordland,0.35,48.25,79.5,89.5
CosPlace,nordland,0.36,48.5,79.75,89.5
CosPlace,nordland,0.37,48.5,80.0,89.5
CosPlace,nordland,0.38,49.0,80.0,89.5
CosPlace,nordland,0.39,49.75,80.25,89.5
CosPlace,nordland,0.4,49.25,80.5,89.5
CosPlace,nordland,0.41,50.0,80.5,89.5
CosPlace,nordland,0.42,50.24999999999999,80.5,89.5
CosPlace,nordland,0.43,50.74999999999999,80.5,89.5
CosPlace,nordland,0.44,50.5,80.5,89.5
CosPlace,nordland,0.45,50.74999999999999,80.75,89.5
CosPlace,nordland,0.46,51.24999999999999,80.5,89.5
CosPlace,nordland,0.47,51.24999999999999,80.5,89.5
CosPlace,nordland,0.48,51.74999999999999,80.5,89.5
CosPlace,nordland,0.49,52.0,80.75,89.5
CosPlace,nordland,0.5,51.74999999999999,81.0,89.5
CosPlace,nordland,0.51,51.74999999999999,81.0,89.5
CosPlace,nordland,0.52,51.74999999999999,81.0,89.5
CosPlace,nordland,0.53,52.0,81.0,89.5
CosPlace,nordland,0.54,52.0,81.5,89.5
CosPlace,nordland,0.55,52.25,81.5,89.5
CosPlace,nordland,0.56,52.25,81.25,89.5
CosPlace,nordland,0.57,52.75,82.25,89.5
CosPlace,nordland,0.58,53.0,82.25,89.5
CosPlace,nordland,0.59,53.0,82.0,89.5
CosPlace,nordland,0.6,54.0,82.5,89.5
CosPlace,nordland,0.61,54.0,82.5,89.5
CosPlace,nordland,0.62,54.0,82.25,89.5
CosPlace,nordland,0.63,54.0,82.0,89.5
CosPlace,nordland,0.64,53.75,82.0,89.5
CosPlace,nordland,0.65,54.25,82.0,89.5
CosPlace,nordland,0.66,54.75,82.0,89.5
CosPlace,nordland,0.67,55.00000000000001,82.25,89.5
CosPlace,nordland,0.68,54.75,82.0,89.5
CosPlace,nordland,0.69,54.75,82.0,89.5
CosPlace,nordland,0.7,54.75,82.0,89.5
CosPlace,nordland,0.71,55.00000000000001,82.0,89.5
CosPlace,nordland,0.72,54.75,82.0,89.5
CosPlace,nordland,0.73,55.25,82.5,89.5
CosPlace,nordland,0.74,55.75,82.5,89.5
CosPlace,nordland,0.75,56.00000000000001,82.5,89.5
CosPlace,nordland,0.76,56.00000000000001,82.25,89.5
CosPlace,nordland,0.77,55.75,82.0,89.5
CosPlace,nordland,0.78,55.75,82.0,89.5
CosPlace,nordland,0.79,56.00000000000001,82.0,89.5
CosPlace,nordland,0.8,56.25,82.0,89.5
CosPlace,nordland,0.81,56.00000000000001,82.25,89.5
CosPlace,nordland,0.82,56.00000000000001,82.0,89.5
CosPlace,nordland,0.83,56.00000000000001,82.0,89.5
CosPlace,nordland,0.84,56.25,82.0,89.5
CosPlace,nordland,0.85,56.25,82.0,89.5
CosPlace,nordland,0.86,56.00000000000001,81.75,89.5
CosPlace,nordland,0.87,56.25,82.0,89.5
CosPlace,nordland,0.88,56.49999999999999,82.0,89.5
CosPlace,nordland,0.89,56.49999999999999,81.75,89.5
CosPlace,nordland,0.9,56.49999999999999,82.0,89.5
CosPlace,nordland,0.91,56.25,82.0,89.5
CosPlace,nordland,0.92,56.49999999999999,81.75,89.5
CosPlace,nordland,0.93,56.00000000000001,81.75,89.5
CosPlace,nordland,0.94,56.00000000000001,81.75,89.5
CosPlace,nordland,0.95,56.25,81.75,89.5
CosPlace,nordland,0.96,56.25,81.75,89.5
CosPlace,nordland,0.97,56.25,81.75,89.5
CosPlace,nordland,0.98,56.75,81.75,89.5
CosPlace,nordland,0.99,56.75,81.75,89.5
CosPlace,nordland,1.0,56.75,81.5,89.5
